text,rating,sentiment_score,prediction,label,meta_main_category
Great as a gift and the young gentleman likes playing with it with his family.  This is one of a &#34;thank you&#34; you gift.,4.0,0.45,1.0,0,Toys & Games
"I purchased this game for a little girl's 4th birthday..I thought it was a traditional Bingo game with pictures but it's a bit different. The first player to yell out they have a picture on their card to match a revealed tile, gets that tile for their card. Once we understood the rules, it was real fun! She loved it! 3 adults and the little girl played the game. Of course it was the adults who didn't follow the rules. They kept grabbing the tiles instead of letting the dealer hand them out! The tiles are plastic not cardboard (more durable) and the tile dispenser isn't as hard to use as one of the reviews indicated. A nice inexpensive game which is guaranteed to please.",4.0,0.030059524,1.0,0,Toys & Games
Kids really enjoying this game.<br />They can play solo which I love for the independent factor.<br />Quality of the product is good as well and seems that it it will withstand much use,4.0,0.38,1.0,0,Toys & Games
"My 4 year old loves this one. Mostly swishing the cards out. Most kids like that part, even the ones too little to play the game. As an adult player, it is not one of my favorites. Tedious.",4.0,0.01607143,1.0,0,Toys & Games
"My almost 6 year old received this for Christmas today. We played a couple rounds and had fun. The game wasn't too long or too short. I do wish that I had purchased the word only version. He will outgrow this quickly. I also purchased the number version for our niece, but we haven't played yet.",4.0,0.04047619,1.0,0,Toys & Games
My four year old loves this game.,4.0,-0.15,0.0,0,Toys & Games
Our kids have had fun with this game but not their favorite game they got this year.,4.0,-1.3877788e-17,0.0,0,Toys & Games
Perfect game for my 3 year old to learn words.  It is also a game that he will sit down and play and not have his mind elsewhere.,4.0,0.028888889,1.0,0,Toys & Games
"So this game is essentially &#34;Bingo&#34;, but with pictures that young kids can identify.  Its one of the few games that we play together as a family as it can be difficult to find a game that all age groups are interested in.  The game is simple and quick, but our 3 year old loves to shout out the objects that match her card in hopes that she can win.",4.0,-0.02638889,0.0,0,Toys & Games
Such a fun game for the family! my 3 and 9 year old both enjoy playing.,4.0,0.06,1.0,0,Toys & Games
"This is a good toy for language development, matching and learning to play a game.  It is a good first game for a four year old.",4.0,0.15833333,1.0,0,Toys & Games
fun game,4.0,-0.05,0.0,0,Toys & Games
fun game that my daughter loved to play in her pre-K class so when she moved on to kindergarten I ordered it so we could play at home.,4.0,0.2,1.0,0,Toys & Games
"homeschooling mother of 3, 3 year old and 6 year old can set up and play it together. They LOVE it. good for expanding sight word knowledge without pressure.",4.0,0.35,1.0,0,Toys & Games
4 yr old grand son loves this new game of his.  The momma also really liked this one.  Nice break from all their other board games. They will play it over and over.,5.0,0.20162338,1.0,1,Toys & Games
A gift,5.0,0.0,0.0,1,Toys & Games
A really fun game that was easy for both my 3 year old and 5 year old  We play regularly. I,5.0,0.08888889,1.0,1,Toys & Games
Best kids game ever. Can work for even a two year old and not boring for four year old. I love it and we pull it out all the time. Even fun for adults.,5.0,0.3,1.0,1,Toys & Games
Both my children 3 and 6 love this game.  They have played it many times in a row.  A great game for that age group.,5.0,0.2,1.0,1,Toys & Games
"Bought for my 5 year old daughter and she really loves it!  Begging everyone in the famly to play with her!  It helps teach winning/losing, turn taking, reading, and recognizing words/pictures.",5.0,0.20625,1.0,1,Toys & Games
Bought for my 5 yo daughter for Christmas who loves playing but our 2 yo also is so into it and wants to play as well. Great for the 2 yo who is learning to talk.,5.0,0.5,1.0,1,Toys & Games
Bought this for my nephew (age 4). My kids have this game and really enjoy playing it.  They are 5 and 8.,5.0,0.0,0.0,1,Toys & Games
"Bought this for our grandsons, ages 31/2 and 4 1/2, and they play it everyday!  I had to buy a second one for our house when they come to visit.",5.0,-0.125,0.0,1,Toys & Games
Fantastic game for the kids.  Learning how to play by matching.  Also great for turn taking and fine motor skills.,5.0,0.30416667,1.0,1,Toys & Games
Fantastic! The kids love it! The 3 year old is completely addicted. Kids 3-8 have enjoyed it.,5.0,0.265,1.0,1,Toys & Games
Favorite toy of my visual learner. Great to teach recognition of words.,5.0,0.43333334,1.0,1,Toys & Games
"For a while now, we play this game at least 4-5 times a week. For my 3-year-old, there are so many variations of playing this game. He likes to choose green or red side, and it is a great way to teach early sight words. We also teach sharing and turn taking through this game. It is also REALLY durable and has held up great to lots of wear. I recommend this game to all my friends for birthday gifts, Christmas, etc. because he loves it so much.",5.0,0.03846154,1.0,1,Toys & Games
Fun and easy to play.,5.0,0.36666667,1.0,1,Toys & Games
Fun for a 4 year old,5.0,0.2,1.0,1,Toys & Games
Fun for the kids and parents who play with them.,5.0,0.3,1.0,1,Toys & Games
"Fun game that can span age ranges. We have this game, but I bought it this time for friends who have adopted a child who is learning English. He can easily play this game with his siblings and they can teach him the simple words that go with the pictures.",5.0,-0.06666667,0.0,1,Toys & Games
Fun game to play with your kids.,5.0,-0.05,0.0,1,Toys & Games
Fun little game.  My grand daughter 4 1/2 and I had a great time playing it.  She liked sliding the tiles in and out.,5.0,0.26875,1.0,1,Toys & Games
Gift,5.0,0.0,0.0,1,Toys & Games
Glad I bought this ... My son enjoys it a lot ☺️,5.0,0.5,1.0,1,Toys & Games
Got everything as described and promptly.  THANK YOU AND WILL BUY AGAIN!!!!,5.0,0.0,0.0,1,Toys & Games
Got this for Christmas for my 5 year old niece. She enjoys games and activities and liked playing this with everyone. She has a short attention span and this seemed to keep her attention for a good while.,5.0,0.35,1.0,1,Toys & Games
Got this for my 5 year old son and he loves it!  We play it almost every night.  His 7 and 8 year old cousins play it with him and love it too!!  Would recommend.,5.0,0.33541667,1.0,1,Toys & Games
Grandkids love this game!,5.0,0.0,0.0,1,Toys & Games
Great for working with young kids and kids with disabilities. I use this as a reinforcer with students I work with at school and they love it. I also like that this version has the slots at the top so you don't have to organize the pieces anymore and then place them back in the red box.,5.0,0.31666666,1.0,1,Toys & Games
Great game,5.0,0.2,1.0,1,Toys & Games
Great game for 3 + year olds!,5.0,0.15,1.0,1,Toys & Games
Great game for ages 3-5. Kids catch on really easy and like to use the dispenser. We've played this a ton. A great gift for preschoolers,5.0,0.40833333,1.0,1,Toys & Games
Great game for kids and adults. My 2 1/2 year old loves this game and I am going to buy some for all of her friends,5.0,0.025,1.0,1,Toys & Games
"Great game! My kids love it, as well as the adults 😜",5.0,0.26666668,1.0,1,Toys & Games
"Great game, kids loved it. We enjoyed it alright too ;) My girls are four and six and were ALL over it. Good family game.",5.0,0.30714285,1.0,1,Toys & Games
"Great game, very well made. The game boards are very thick and sturdy, and the chips are made of hard plastic. It is extremely easy to operate and refill the slider. My 5 year old loves it, and is simple enough for my 2 year old to play along with.",5.0,0.013787879,1.0,1,Toys & Games
"Great game. My granddaughter, 5, was delighted and loves playing the game",5.0,0.175,1.0,1,Toys & Games
Great game. We play all the time with our 3 yr old.,5.0,0.16666667,1.0,1,Toys & Games
Great game...  perfect game for family to play.  Kids from 3 and up can play so its fun for all.  This has always been one of our families favorite games.,5.0,0.3,1.0,1,Toys & Games
Great learning game.,5.0,0.2,1.0,1,Toys & Games
"Great toy, bought at a great price!  Great playing with the whole family.  Fun for everyone, even my 3 yr old can beat the older kids and adults.",5.0,0.48095238,1.0,1,Toys & Games
Having a great time playing this game with neighborhood friends between the ages of 5 & 9. Easy to play. Love the picture-word association too.,5.0,0.33333334,1.0,1,Toys & Games
"Having received this for her 4th birthday, my daughter proudly explained the game to a 3.5 year old who was visiting, and they played it well together without any parental input. (I listened from out of sight.)  Great game.",5.0,0.18,1.0,1,Toys & Games
I bought Zingo for my 3 and 5 year old boys.  They love it and it is fun to play and learn at the same time.,5.0,0.225,1.0,1,Toys & Games
"I bought this at a local store for Christmas for my son who will turn 4 in a few months.  We have played it now three times in the last few days and even my daughter who turns 2 tomorrow is able to play...and kinda good at it!<br />Each Zingo game card has two sides, a green and a red.  The red is supposed to be more challenging so we have only played the green side so far.  I play the dealer, who slides the red box to reveal 2 of the yellow plastic word tags at a time.  The mechanism is easy to work and both my kids can do it but it's easier if I'm the dealer to keep them from being distracted.  Also the tags are difficult to slide back into the dispenser one at a time through the slots.  Both kids help put them in when the lid is off - they are rounded one one end and flat on the other making it easy to see which direction they face.<br /><br />Play is fun and it only takes about 15 minutes for someone to win, though with two toddlers we play until everyone ""wins"".  My son is just starting to read and I hope that continued play helps him with his reading to link the word with the picture.  My daughter easily recognizes each picture, even ""smile"", and calls them out by name, though she is not reading at all.  They don't always remember what they are looking for and sometimes call out the name of whatever tag comes up even though they don't need that to make a match, but again I love the reinforcement of the picture names and words.<br />My husband hasn't played this with us yet because we've played it while he's at work but I love that this is a game we can all play as a family.  I look forward to a family game night!<br /><br />Santa brought us Chutes and Ladders and Candy Land too.  Chutes and ladders was confusing and disinteresting to the 2 yr old and took the 4 yr old quite a few turns before he kinda got the idea.  It didn't hold their attention.  Candyland was more fun and very easy for both to understand since there is no counting involved.  They did great, but the 2 year old again got distracted and left before game was over.  Zingo kept both kids interested so I give it the best rating of these for toddlers!!!",5.0,0.13751774,1.0,1,Toys & Games
"I bought this for my 3 year old niece, who played with it all day long the first day, and has asked repeatedly to bring it back out.<br /><br />It's a great game for 3-5 year olds, with good educational value.",5.0,0.20625,1.0,1,Toys & Games
"I bought this for my almost 3 year old and she LOVES it.  My 5 year old loves it as well. It's an easy to understand game, so the girls can play it together with no arguing over the rules.  It's basically speed bingo, 2 pieces pop out of the thing and if you see a piece you need for your zingo card you call it out, whoever calls it first gets the piece.  They will play for hours some days if I let them.",5.0,0.096666664,1.0,1,Toys & Games
I bought this for my daughter and I to play bingo since she doesn't quite understand her letters and numbers yet the pictures really help and I love that we can shout out! it is fun game for everyone to play.  I enjoy and so does my husband along with my daughter.,5.0,0.225,1.0,1,Toys & Games
I bought this to have at my house when the Grandkids come over.  They love playing it. It is good for even young kids since it requires no reading.,5.0,0.43333334,1.0,1,Toys & Games
"I can't give this game a high enough rating. My four year old loves it.. &#34;It is a race&#34; is what he always says. That element of fun  just really makes him so excited when playing. It's easy to learn and the game is quick, so you can stop whenever you like. Great!",5.0,0.1910606,1.0,1,Toys & Games
I found out about this game from my sister and I just love it.  It's a great game for kids and adults to play.  Hours of fun.,5.0,0.16,1.0,1,Toys & Games
I gave this to our almost 3 year old granddaughter.  Funny think was they had just started playing it at her school/daycare.  She wouldn't stop playing it the entire week we were there.  So much fun.  The cards were very sturdy and the chips could easily be put back in the ejector by a small hand or at least she knew how.  Her parents made her play fair if she didn't call out first the symbol that came up.  So it not only teaches them how to match things but to play with others and realize you don't always win.  However I think she won most of the time.  Definitely recommend,5.0,0.19888888,1.0,1,Toys & Games
"I got this for my son, who is 3.5 and he loved it so much I got the math version as well.  Now I give it as birthday presents to all of his friends turning 4 and they love it too.",5.0,0.46666667,1.0,1,Toys & Games
I got this game when my daughter was 3  years old and still it is a hit around the house.<br />I highly recommend it,5.0,-0.046666667,0.0,1,Toys & Games
"I have 2, 5, & 8 year old girls. They LOVE this game. We play it over and over and over again. It's a really cute game.",5.0,0.06,1.0,1,Toys & Games
"I have 3 children, 2 of which are old enough to play this game. My 5 year old and 3 year old easily grasped the rules of this game and ask for it everytime mom or dad sits down to play a game with them. In this order I also bought 2 other games: Guess who and regular Bingo. The 5 year old quickly picked up guess who and both kids enjoy bingo but Zingo is their top choice.",5.0,0.039074074,1.0,1,Toys & Games
"I have played this with my son and nephews.  We have all enjoyed it.  It teaches them reading, memorization, English, and challenges them.  I took this game to a preschool where their first language is Spanish.  They quickly learned to identify the pictures with the words in English, and had to challenge them by making them raise their hands before calling the card.  My next goal is to have them sign the word in sign language.  I highly recommend this game.",5.0,0.044333335,1.0,1,Toys & Games
I just got this game recently and my almost-3-year-old and 4 1/2 year old loved it from the get-go!  It's fun and educational!,5.0,0.19791667,1.0,1,Toys & Games
"I love this game and so do my girls! (3 and 5) It's a fun game that they can play by themselves together. The tiles, cards, and dispenser are all very sturdy.",5.0,0.02,1.0,1,Toys & Games
I saw this on my feed when purchasing other products and I decided to buy it for my 3 year old! She is advanced for her age and we play it as a family and love sooooo much!,5.0,0.23,1.0,1,Toys & Games
I was pleased with the purchase thank you!,5.0,0.625,1.0,1,Toys & Games
"I wasn't sure about how games would work with my four year old but this has been fantastic for him. He adores playing and the design of Zingo makes it easy to keep together (we are forever losing small pieces around our house). I love that it's helping him with sight words too. It was the perfect game to keep him entertained after the baby was born - so perfect that I bought this game for a friend after she delivered her second child, too. I look forward to trying out the other versions.",5.0,0.22986111,1.0,1,Toys & Games
"It is a fun game for the kids from about 3 to 6. It has been pretty durable, but the cards do start to show some wear after a while.",5.0,0.05,1.0,1,Toys & Games
"Kids love it and play it all the time, with or without adults!!  One of their favorite games for sure.",5.0,0.59375,1.0,1,Toys & Games
"Kids love this game, we don't follow the rules completely due them being 1 1/2 and 3, so we play it as a matching game for now.",5.0,-0.10625,0.0,1,Toys & Games
Love it.,5.0,0.5,1.0,1,Toys & Games
Love this game and play with the grandkids everytime we visit. I am surprised they don't hide it before I get there.,5.0,0.06666667,1.0,1,Toys & Games
Love this game as it teaches picture to word recognition. This game meets the needs of young children as well as older kids and adults.  It also is very well made as the cards are thick and laminated while the pieces are plastic.  It will hold up well with younger children.,5.0,-0.016666668,0.0,1,Toys & Games
Love to play this with our 3 and 5 year old. Even the 10 year old cousins have fun playing. Great game.,5.0,0.23333333,1.0,1,Toys & Games
"My 2 1/2 year old son loves this game!  He plays with it more than his sister who we bought it for.  We play the game with both of them.  It is very durable, especially for a 2 1/2 year old to play with it.",5.0,-3.9650824e-18,0.0,1,Toys & Games
My 2 and 5 year old love playing this version of Bingo.  I loved being able to introduce site words early.  Now both kids are better than mom and dad at finding the cards.,5.0,0.4,1.0,1,Toys & Games
"My 2yr old's favorite game, and not as reduntant as others so we actualky enjoy playing with her! Plan on getting all versions, we love it!",5.0,0.265,1.0,1,Toys & Games
"My 3 (almost 4) year old opened this for Christmas today.  I played about 4 rounds with him and also my 8 (almost 9) year old boy.  It was SO much fun!!  The piece dispenser works just fine....once or twice 2 pieces came out at once, but not an issue.  Not sure if the description tells you this, but the bingo boards are double sided, green are easier, red are harder... the reason is because there are not as many ""doubles"" on the green cards, so it is not as competative.  My 3 year old insisted on playing a round with the red sides, so I just told my 8 year old that we have to give the 3 year old about a 3-5 second head start to grab them first.  It is a CUTE game...a game lasts about 8-10 minutes (for us).  I would HIGHLY recommend this for anyone looking for a new fun game for a child between 2 1/2- 6.  CUTE!!",5.0,0.07693182,1.0,1,Toys & Games
My 3 1/2 year old enjoys this game. He loved yelling &#34;Zingo&#34; when he finds a match and likes the game overall. Great for game night for the little ones. One side of your playing card is harder than the other so older kids might enjoy playing as well.,5.0,0.046180554,1.0,1,Toys & Games
My 3 and 4 year old love playing Zingo. They can spend a good one hour of uninterrupted play and give me the much needed time! It is a fun game to play with entire family as well as it is educational and builds memory for the little ones. Would definitely recommend it!,5.0,0.1375,1.0,1,Toys & Games
My 3 year loves it! As a mom of 4 boys it's always great to have educational games to keep them busy!,5.0,0.39166668,1.0,1,Toys & Games
My 3 year old LOVES this game!  Always wants to play.  It's a really easy game to get the hang of and fun for the whole family!,5.0,0.054761905,1.0,1,Toys & Games
My 3 year old LOVES this game!!,5.0,-0.2625,0.0,1,Toys & Games
"My 3 year old loves this game!  He asks to play every day.  We took it camping, to friend's houses, everywhere (the packaging could be smaller, so we keep it in a ziploc bag).  The slider is great because he feels like he is doing something, and even putting the tiles back in, you feel a mechanism.  I highly recommend this game for pre-schoolers as a way to learn about playing games, matching (tiles to the cards), and lots of fun!",5.0,0.066875,1.0,1,Toys & Games
My 3 yr old loves this game.,5.0,-0.15,0.0,1,Toys & Games
My 3-year old grand son loves this game.,5.0,0.06666667,1.0,1,Toys & Games
My 4 year old loves playing this game.  Its nice to have him interested in something other than iPad.  I highly recommend this game.,5.0,0.026428571,1.0,1,Toys & Games
My 4 year old received this as a gift and it has become one of our favorite family games.  He enjoys being the &#34;zingo card operator&#34;.  Brings the family together for good fun and friendly competition.  Provides letter recognition and early vocabulary exposure.  I highly recommend this game for young children.,5.0,0.215,1.0,1,Toys & Games
My 4 year old twins love this game! They get very competitive playing it.,5.0,0.075,1.0,1,Toys & Games
My 4-year old grandson loves this game! It helps him learn to recognize words since each piece has a picture with the words printed underneath. This is a great educational toy that is lots of fun for preschoolers.,5.0,0.19,1.0,1,Toys & Games
My 4yro daughter loves this game and we play it often. The tiles are thick plastic and indestructable.  The pictures/letters are easy to see. It teaches focus and memory skills.  Easy set up. A fun game to play with young children.  Highly recommend it.,5.0,0.04083333,1.0,1,Toys & Games
"My 5 year old loves this game. And his 2.5 year old sister loves it too. She can recognize all the shapes and put them on the cards. But, doesn't grasp the game concept. But, she loves to help! Plus, the tiles are all made of a nice thick plastic with rounded edges. And the Zingo slider works flawlessly. My kids love to slide the tiles out and pop them back into the device. What a fun game!",5.0,0.08181818,1.0,1,Toys & Games
My 6 and 3 years olds love this game. We play it all the time and I like how it has pictures and words on the pieces.,5.0,0.05,1.0,1,Toys & Games
My 8 year old and 6 year-old twins love this game and it is a great for lightning fast hand-eye coordination.,5.0,0.24,1.0,1,Toys & Games
"My [...]  has been very antsy waiting for Christmas.  The day long requests to ""put up more Christmas dec'rations"" and ""please we wrap more presents"" are cute, but a little exhausting, so I broke out the Zingo a bit early.  She loves it, and miraculously, so do I!  At 3 years, 2 months, she had no trouble mastering the game, and she wins quite often.  I had previously purchased Candyland Castle to give her for Christmas, but it seems a bit redundant.  Thinkfun's version of the same concept seems superior to me - both more challenging and more educational.  My daughter has begun pointing out the letters on the picture tiles, so this game is really reinforcing her pre-reading skills.  I've been really impressed with how quickly she can assess whether she needs a given tile.  I think Candyland Castle will go live at Grandma's house.",5.0,0.18918876,1.0,1,Toys & Games
"My almost 3 year old LOVES this game. The first time we played, we played 12 times in a row. She loves the ""dispenser"" that slides the tiles out and then making matches on her card. She usually does my card too, because she loves to play so much. This really helps with concentration, matching and word/picture relating.<br /><br />Would recommend for any toddler!!",5.0,0.035416666,1.0,1,Toys & Games
My almost 4 year old is OBSESSED with this game!!! We've played it a million times since Christmas.  It only took him one or two games to really get the hang of it and now he beats us almost every time!,5.0,-0.18625,0.0,1,Toys & Games
"My boys, two and four, recieved this for Christmas.  They both love it!  Easy to play and understand, short enough to hold their attention.",5.0,0.26458332,1.0,1,Toys & Games
"My children love this game, and it never gets old. The tile dispenser works great, and the cards are sturdy and easy to read",5.0,0.28666666,1.0,1,Toys & Games
"My daughter is obsessed with this game. She has autism and this game is so fun for her and helps her learn, match, and grow her vocabulary.",5.0,-0.25,0.0,1,Toys & Games
"My daughter received this as a gift when she turned 4 yrs old.  All of her friends who have recently turned 4 love this game.  They are all very bright too. They play with it non stop and it's very easy for a parent to play with their child and multi-task at the same time, like pay bills.",5.0,0.23904762,1.0,1,Toys & Games
"My daughter received this for Christmas last year when she was 3 1/2. It has been the most requested game in our house in the last year. It is a great game, simple to follow, fun for all! Not a huge mess, and not a huge time commitment. Can play 1 game in 5 minutes or less or play over and over again!",5.0,-0.02371795,0.0,1,Toys & Games
"My five-year-old and three-year-old love this game! It's like Bingo, but with pictures/words. You slide the &#34;dealer&#34; forward and back to reveal two tiles at a time. Each tile has a picture and a corresponding word. Each player has a card with various pictures/words corresponding to the tiles. If you have that picture/word on your card, you say the word out loud, and then put the tile on your card. The winner is the player who fills their card first. Each card has a red side and a green side. The red side is for older players, and the green side is for younger players. It appears that the red side utilizes only a subset of the total available tiles, making it a bit more difficult to fill your card (i.e., all of the potential tiles are represented on the green cards, but only some are represented on the red cards). When a player fills his card, he yells &#34;Zingo!&#34;",5.0,0.01439394,1.0,1,Toys & Games
My four year old daughter loves this game so much that she will play all by herself if there is no one to play with her.,5.0,-0.033333335,0.0,1,Toys & Games
"My four year old preschoolers are always asking to play this game. It's simple and I can usually set it out as a literacy center option without having to worry too much about sitting and playing with them. It's colorful and a fun way for children to begin to link the idea that when you string letters together you make words, and words stand for something.",5.0,0.01875,1.0,1,Toys & Games
My girls 3 and 7 love this game!! We have to help my 3 year old a little bit but it's a great family game!,5.0,0.014583333,1.0,1,Toys & Games
"My grandchildren and I spend a lot of time playing zingo they are 3 and 4 the 3 year old beat us both first time playing. Really teaches hand and eye coordination, thinking skills, word recognition and playing with rules. I am delighted in the purchase.",5.0,0.3125,1.0,1,Toys & Games
My grandkids love playing this game.  The rules are easy to follow and make sense to young children - unlike some games I've purchased.  It does require adult supervision for pre-schoolers.,5.0,0.14666666,1.0,1,Toys & Games
"My husband is 75 years old; my granddaughter is 5, and she always has to be the dealer.  Both of them enjoy playing Zingo as do my son and I.  We might have broken a few of the rules along the way, but we always have fun.",5.0,0.04,1.0,1,Toys & Games
My kid is 4yrs old and he got the concept of this game in minutes. It is a great game to play and engage several kids at the same time.,5.0,0.016666668,1.0,1,Toys & Games
"My kids are 3 and 5 and they love this game.  The 5 year old has an obvious advantage, but they both have a great time playing this, and can even play it together without mom and dad from time to time!",5.0,0.24,1.0,1,Toys & Games
My kids favorite game!,5.0,0.0,0.0,1,Toys & Games
"My kids love playing this game.  It's interesting enough for the 7-8 year olds, and easy enough for the 5-6 year olds.",5.0,0.17222223,1.0,1,Toys & Games
My kids love this game! We bought it when my son was 3 and a year later we still play it weekly.  I have bought several (including this purchase) as gifts for other kids!,5.0,-0.03125,0.0,1,Toys & Games
My kids love this version of bingo!,5.0,0.625,1.0,1,Toys & Games
"My kids love this! Easy for my 2 year old and 4 year old to play, keeps them entertained longer than most games. It's basically a matching game but the little chips are plastic, and the cards are a strong cardboard.",5.0,0.20052083,1.0,1,Toys & Games
My kids love this! Good relationship building as well as communication. Good for toddlers as well as a family activity.,5.0,0.675,1.0,1,Toys & Games
My nieces and nephews loved this game right away.  They loved matching their pieces and pressing the dispenser. Endless fun for them!,5.0,0.2559524,1.0,1,Toys & Games
"My six year old LOVES this game.  We have a lot of fun!  I do wish that there weren't so many duplicates but I can see why it would be needed.  If you have a lot of players then you need them.  With just two players, you can go several times with the same, same, same pictures coming up.  We have played this game a lot and it is one of his favorites!",5.0,0.008333334,0.0,1,Toys & Games
"My son (and my whole family) have had so much fun with this game!  It's engaging, good for even young kids, but fun for any age!  Ours has gotten a ton of use & we've bought it as a gift for 2 other kids as well.",5.0,0.18125,1.0,1,Toys & Games
My son can play this game for hours!,5.0,-0.5,0.0,1,Toys & Games
"My son is 2 and enjoys sliding the contraption and can match the tiles to the card.  I'm unclear on the 'rules' - I didn't see those included, but it doesn't really matter. We make it up as we go.",5.0,0.2,1.0,1,Toys & Games
My son just turned three and loves this game. He really gets the concept of the game and wants to play it every night! It was a great purchase!,5.0,0.13,1.0,1,Toys & Games
My son loves Zingo!  We even took it to Grandma's house to play.  I like it to....we have so much fun playing!  It is basically like Bingo...but with pictures....very fun and educational.,5.0,0.30833334,1.0,1,Toys & Games
My son loves playing this game.  I even hid the picture and have him read the word.  He is 5 yrs old so these are perfect for him to learn to read and then see the pictures.,5.0,0.23333333,1.0,1,Toys & Games
My three year old LOVES this game. It is easy for him to understand.,5.0,0.044444446,1.0,1,Toys & Games
"My twins (age 4) received this game recently as a gift. We love games and own many and it's always a challenge to get them to actually finish the game without growing bored with playing. They love Zingo!!  We've played this game many times a day over the last couple of weeks. Plus it really helps with their taking turn skills, putting a name to the objects, and they want to play again and again! It's definitely one of the best games We have!",5.0,0.16208333,1.0,1,Toys & Games
"My twins, age 4.5, have had this game for a year and love it.  Its the most played game in a house full of games and one of the few games the parents can tolerate.<br /><br />We love it so much we just bought the other version with numbers.",5.0,0.10277778,1.0,1,Toys & Games
My two year old LOVES it!  As she gets older we will make the game more advanced by following the rule that the first person to call out the tile gets it.,5.0,0.14880952,1.0,1,Toys & Games
"Never heard of this game until the daughter asked us to get board games for the grandchildren one year at Christmas time. Looked on line & came across this 5 star review (I always read reviews before I buy).  When it states, &#34;Teaches image and vocabulary recognition, matching, memory, concentration, and social interaction&#34; it does all of that! Couldn't ask for a better game to give as a gift.",5.0,-0.06458333,0.0,1,Toys & Games
"Now one of my go-to gifts for birthday parties, Zingo is fun for all ages. Kids can play alone (mine are 4 & 6) or we can all play. And best of all parents, it's fast, not like other games which seem to take forever. We usually play a few games in a sitting. The only problem is that I think there should be more cards, instead of just 6. They are both double sided, but it would be nice to mix it up more.",5.0,0.22954546,1.0,1,Toys & Games
Our 4 year old grand daughter loves this and it's fun for the adults too.,5.0,0.3,1.0,1,Toys & Games
Our 4 year old grandson really enjoys Zingo and we enjoy playing with him.,5.0,0.23333333,1.0,1,Toys & Games
Our boys are five and two and we spend hours playing this game!,5.0,-0.5,0.0,1,Toys & Games
"Our preschooler requests this game a lot. The pieces are a little small and potentially dangerous for when the baby attacks the boards (which he always does), but otherwise we love it! I wish there were more cards, but there is definitely enough variety that I don't have anything memorized. Helps teach taking turns, paying attention, and good sportsmanship (same pieces on both of our cards adds competitiveness... and tantrums).",5.0,0.043055557,1.0,1,Toys & Games
Perfect for younger kids who are interested in playing games. We're impressed with this company and look forward to purchasing other items.,5.0,0.425,1.0,1,Toys & Games
Perfect toddler game.  So fun.,5.0,0.3,1.0,1,Toys & Games
"Purchased for Thanksgiving Family game and our 3 year old and his 4 year old cousin loved it! They quickly picked up the concept and it was really fun to watch them learn the &#34;competitive&#34; aspect of the game. This was recommended to us over and over again and I couldn't quite figure out the appeal over a traditional kids bingo game we have when I read the description, but the slot delivery of the tiles and the slight competitive portion of the game (you have to be the first to call the card and sometimes other people need the same card) makes it a lot more fun than regular Bingo! This will be one of our go-to gifts this year.",5.0,0.050980393,1.0,1,Toys & Games
Purchased two of these - one for each set of grandchildren.  They love it and even the older ones enjoying playing it with their siblings.  We have an autistic grandchild who is non-verbal and he is able to play by matching the words.,5.0,0.29333332,1.0,1,Toys & Games
THANK YOU A+++,5.0,0.0,0.0,1,Toys & Games
The children and I love playing this game.  It is easy to setup and handle for small children (ages 2-5) still learning their motor and matching skills.,5.0,0.07083333,1.0,1,Toys & Games
The kids love it!,5.0,0.625,1.0,1,Toys & Games
The slots at the top for inserting chips as the game progresses greatly speed up the game relative to an older version that requires stopping to reload the chips.,5.0,0.11111111,1.0,1,Toys & Games
"ThinkFun Zingo is a cute game for little kids (age 3+).  It doesn't require any reading, or batteries and kids can play it without parental guidance.  Think Bingo with pictures.  As a parent of 4 yr old triplets, this a perfect toy.  I would highly recommend it for anyone with at least 2 kids, or one kid on a play-date.  It's also a great gift idea.",5.0,0.2090625,1.0,1,Toys & Games
"This game had strong reviews for the age group of my daughter, so I decided to give it a try. I have not been disappointed. It's a well made game, and provides lasting and repeated entertainment in game play with my daughter. It is both educational and fun.",5.0,-0.12083333,0.0,1,Toys & Games
This game has been a favorite for all 3 of my kids when they were preschool to early grade school age. It's a great way for kids to learn how to match items and I like how the words are written on the tiles too. I have bought this game time and again to give for birthdays especially for kids turning 3-5.,5.0,0.1,1.0,1,Toys & Games
"This game has been surprisingly fun!  Finally a game that my 4 year old and my 8 year old can play together on an equal playing field.  It does take luck more than skill to be successful at this game but it helps to have a quick eye- in that way, it is only mildly competitive, so it's good for preschoolers who are working on being good losers.  No reading required.  Would be good for autistic or other special needs kids- as it is mostly picture matching, no language, and the directions are simple.  Also, this would be a good game for grandparents to have at their house, it is compact and the fun doesn't soon run out.",5.0,0.18015873,1.0,1,Toys & Games
"This game is awesome...our 3 year old loves it! He is always asking to play. At his age, we don't rush to get the tile if we both have a match, we let him take all the matches first. I bet when he gets older, it will be even more fun to see which one can grab the tile first. Great game. I wish the pieces were doublesided (would be much easier to re-load when done playing).",5.0,0.17916666,1.0,1,Toys & Games
"This game is great for many stages of learning, and is even a good reading game for older kids because you can cover up the picture and they can try reading the words while they play the match game.",5.0,0.13809524,1.0,1,Toys & Games
"This game is great for preschool and early elementary.  Easy rules, too.",5.0,0.24666667,1.0,1,Toys & Games
"This game is great. Even my husband liked it, and he's not much for kids games. It's fast paced without being crazy, and very easy for younger kids to understand.",5.0,0.13291667,1.0,1,Toys & Games
